region,cell_type,run,experiment,gene_encoder,attention,pca_components,avg_f1,avg_mse,avg_mae,dropout,weight_decay,lr,lambda_entropy,error
PFC,Microglia,geFalse_attnFalse_pca2_wd_lr,wd_lr,False,False,2,0.3208333333333333,0.0,0.0,0.2,0.5,0.0005,0.001,
PFC,Microglia,geFalse_attnFalse_pca2_all_moderate,all_moderate,False,False,2,0.23888888888888887,0.0,0.0,0.4,0.5,0.0005,0.01,
PFC,Microglia,geFalse_attnFalse_pca2_all_strong,all_strong,False,False,2,0.20416666666666666,0.0,0.0,0.5,1.0,0.0001,0.1,
PFC,Microglia,geFalse_attnFalse_pca4_baseline,baseline,False,False,4,0.2944444444444444,0.0,0.0,0.2,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca4_higher_dropout,higher_dropout,False,False,4,0.2631944444444444,0.0,0.0,0.4,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca4_highest_dropout,highest_dropout,False,False,4,0.2673611111111111,0.0,0.0,0.5,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca4_higher_weight_decay,higher_weight_decay,False,False,4,0.22083333333333333,0.0,0.0,0.2,0.5,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca4_highest_weight_decay,highest_weight_decay,False,False,4,0.3125,0.0,0.0,0.2,1.0,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca4_lower_lr,lower_lr,False,False,4,0.16597222222222222,0.0,0.0,0.2,0.1,0.0005,0.001,
PFC,Microglia,geFalse_attnFalse_pca4_lowest_lr,lowest_lr,False,False,4,0.2895833333333333,0.0,0.0,0.2,0.1,0.0001,0.001,
PFC,Microglia,geFalse_attnFalse_pca4_higher_lambda_entropy,higher_lambda_entropy,False,False,4,0.2472222222222222,0.0,0.0,0.2,0.1,0.001,0.01,
PFC,Microglia,geFalse_attnFalse_pca4_highest_lambda_entropy,highest_lambda_entropy,False,False,4,0.31180555555555556,0.0,0.0,0.2,0.1,0.001,0.1,
PFC,Microglia,geFalse_attnFalse_pca4_dropout_wd,dropout_wd,False,False,4,0.3145833333333333,0.0,0.0,0.4,0.5,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca4_dropout_lr,dropout_lr,False,False,4,0.2319444444444444,0.0,0.0,0.4,0.1,0.0005,0.001,
PFC,Microglia,geFalse_attnFalse_pca4_wd_lr,wd_lr,False,False,4,0.23541666666666666,0.0,0.0,0.2,0.5,0.0005,0.001,
PFC,Microglia,geFalse_attnFalse_pca4_all_moderate,all_moderate,False,False,4,0.19652777777777775,0.0,0.0,0.4,0.5,0.0005,0.01,
PFC,Microglia,geFalse_attnFalse_pca4_all_strong,all_strong,False,False,4,0.1847222222222222,0.0,0.0,0.5,1.0,0.0001,0.1,
PFC,Microglia,geFalse_attnFalse_pca8_baseline,baseline,False,False,8,0.27708333333333335,0.0,0.0,0.2,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca8_higher_dropout,higher_dropout,False,False,8,0.3173611111111111,0.0,0.0,0.4,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca8_highest_dropout,highest_dropout,False,False,8,0.23194444444444443,0.0,0.0,0.5,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca8_higher_weight_decay,higher_weight_decay,False,False,8,0.38263888888888886,0.0,0.0,0.2,0.5,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca8_highest_weight_decay,highest_weight_decay,False,False,8,0.22222222222222224,0.0,0.0,0.2,1.0,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca8_lower_lr,lower_lr,False,False,8,0.21944444444444444,0.0,0.0,0.2,0.1,0.0005,0.001,
PFC,Microglia,geFalse_attnFalse_pca8_lowest_lr,lowest_lr,False,False,8,0.23749999999999996,0.0,0.0,0.2,0.1,0.0001,0.001,
PFC,Microglia,geFalse_attnFalse_pca8_higher_lambda_entropy,higher_lambda_entropy,False,False,8,0.27708333333333335,0.0,0.0,0.2,0.1,0.001,0.01,
PFC,Microglia,geFalse_attnFalse_pca8_highest_lambda_entropy,highest_lambda_entropy,False,False,8,0.3194444444444444,0.0,0.0,0.2,0.1,0.001,0.1,
PFC,Microglia,geFalse_attnFalse_pca8_dropout_wd,dropout_wd,False,False,8,0.2979166666666666,0.0,0.0,0.4,0.5,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca8_dropout_lr,dropout_lr,False,False,8,0.18958333333333333,0.0,0.0,0.4,0.1,0.0005,0.001,
PFC,Microglia,geFalse_attnFalse_pca8_wd_lr,wd_lr,False,False,8,0.15138888888888888,0.0,0.0,0.2,0.5,0.0005,0.001,
PFC,Microglia,geFalse_attnFalse_pca8_all_moderate,all_moderate,False,False,8,0.3847222222222222,0.0,0.0,0.4,0.5,0.0005,0.01,
PFC,Microglia,geFalse_attnFalse_pca8_all_strong,all_strong,False,False,8,0.16180555555555554,0.0,0.0,0.5,1.0,0.0001,0.1,
PFC,Microglia,geFalse_attnFalse_pca16_baseline,baseline,False,False,16,0.24583333333333332,0.0,0.0,0.2,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca16_higher_dropout,higher_dropout,False,False,16,0.3104166666666667,0.0,0.0,0.4,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca16_highest_dropout,highest_dropout,False,False,16,0.2805555555555555,0.0,0.0,0.5,0.1,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca16_higher_weight_decay,higher_weight_decay,False,False,16,0.3020833333333333,0.0,0.0,0.2,0.5,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca16_highest_weight_decay,highest_weight_decay,False,False,16,0.29791666666666666,0.0,0.0,0.2,1.0,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca16_lower_lr,lower_lr,False,False,16,0.2645833333333333,0.0,0.0,0.2,0.1,0.0005,0.001,
PFC,Microglia,geFalse_attnFalse_pca16_lowest_lr,lowest_lr,False,False,16,0.10833333333333332,0.0,0.0,0.2,0.1,0.0001,0.001,
PFC,Microglia,geFalse_attnFalse_pca16_higher_lambda_entropy,higher_lambda_entropy,False,False,16,0.29027777777777775,0.0,0.0,0.2,0.1,0.001,0.01,
PFC,Microglia,geFalse_attnFalse_pca16_highest_lambda_entropy,highest_lambda_entropy,False,False,16,0.24166666666666667,0.0,0.0,0.2,0.1,0.001,0.1,
PFC,Microglia,geFalse_attnFalse_pca16_dropout_wd,dropout_wd,False,False,16,0.22638888888888886,0.0,0.0,0.4,0.5,0.001,0.001,
PFC,Microglia,geFalse_attnFalse_pca16_dropout_lr,dropout_lr,False,False,16,0.2993055555555556,0.0,0.0,0.4,0.1,0.0005,0.001,
PFC,Microglia,geFalse_attnFalse_pca16_wd_lr,wd_lr,False,False,16,0.2409722222222222,0.0,0.0,0.2,0.5,0.0005,0.001,
PFC,Microglia,geFalse_attnFalse_pca16_all_moderate,all_moderate,False,False,16,0.19722222222222222,0.0,0.0,0.4,0.5,0.0005,0.01,
PFC,Microglia,geFalse_attnFalse_pca16_all_strong,all_strong,False,False,16,0.2875,0.0,0.0,0.5,1.0,0.0001,0.1,
